Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-2108.144	-2425.322	317.1772	0.0250706	0.00233398	0.00469865	0.00309135	0.00359967	0.0118663	0.000150238	0.00754951	0.000149682	0.00497199	0.0126424	0.000760555	0.00241405	0.00326833	0.000144213	0.0097369	0.00231348	0.0197201	0.00139351	0.00357567	0.00335228	0.000134365	0.00584539	0.00547019	0.00229354	0.016236	0.0254032	0.004469	0.00138504	0.00309448	0.0071812	0.00255219	0.0020171	0.000252935	0.000122412	0.00648094	0.000734321	0.00179725	0.000847732	0.000334368	0.00142368	0.00523081	0.0135349	0.00441597	0.00179899	0.026355	0.006296	0.00015686	0.00763545	0.00537396	0.0270753	0.0025387	0.0033683	0.00760355	0.00777902	0.00701568	0.000486609	0.00657651	0.00272204	0.00597688	0.00400376	0.0127301	0.00575476	0.0164073	0.00196679	0.00315416	0.00323719	0.000259494	0.00191407	0.00130087	0.000449739	0.00619566	0.00118626	0.00163544	0.00537911	0.0133054	0.00942061	0.0068761	0.00230962	0.000933868	0.0123514	0.00162851	0.00265158	0.00652818	0.00216057	0.00654416	0.00628003	0.00510642	0.00261268	0.00304235	0.0377613	0.016542	0.00723727	0.0129562	0.00256336	0.00203832	0.00329521	0.0157883	0.00662758	0.0133017	0.00555389	1.99738e-05	0.00169249	0.00155545	0.000936457	0.00325328	0.00455261	0.0053464	0.00226797	0.0152851	0.0103942	0.0117504	0.000574875	0.011473	0.00141621	0.00538014	0.00085499	0.00181623	0.000770385	0.0118005	0.0023009	0.000239061	0.00112025	0.00230062	0.00940598	0.00392275	0.00113404	0.0110421	0.00164539	0.00163466	0.000767298	0.00235506	0.00244502	0.00542001	0.0437024	0.00179119	0.00108692	0.00208352	0.0027914	0.000646029	0.0128584	0.00374221	0.00819289	0.0119028	0.00635907	0.00249647	0.00210222	0.00299754	0.00425395	0.00629004	0.000631154	0.00516842	0.00311932	0.0109288	0.0216418	0.0555687	0.00444316	0.00370287	0.0097658	0.2243143	1.775686	0.0584023	0.250256	0.649093	1.54061	3.9959	17.1226	2.053804	7.91606	0.0253507	0.00236006	0.00475114	0.00312588	0.00363988	0.0119988	0.000151917	0.00763385	0.000151354	0.00502754	0.0127836	0.000769052	0.00244102	0.00330484	0.000145825	0.00984568	0.00233933	0.0199404	0.00140908	0.00361562	0.00338973	0.000135866	0.00591069	0.0055313	0.00231916	0.0164174	0.025687	0.00451893	0.00140051	0.00312905	0.00726142	0.0025807	0.00203963	0.000255761	0.00012378	0.00655334	0.000742524	0.00181733	0.000857203	0.000338104	0.00143959	0.00528924	0.0136861	0.00446531	0.00181909	0.0266495	0.00636634	0.000158613	0.00772075	0.00543399	0.0273778	0.00256706	0.00340593	0.00768849	0.00786593	0.00709406	0.000492045	0.00664998	0.00275245	0.00604365	0.00404849	0.0128723	0.00581905	0.0165906	0.00198876	0.00318939	0.00327336	0.000262393	0.00193546	0.00131541	0.000454764	0.00626488	0.00119951	0.00165371	0.0054392	0.013454	0.00952586	0.00695291	0.00233543	0.000944301	0.0124894	0.00164671	0.00268121	0.00660112	0.00218471	0.00661727	0.00635019	0.00516347	0.00264187	0.00307634	0.0381832	0.0167268	0.00731812	0.0131009	0.002592	0.00206109	0.00333202	0.0159647	0.00670162	0.0134503	0.00561594	2.01969e-05	0.00171139	0.00157282	0.000946919	0.00328962	0.00460347	0.00540613	0.00229331	0.0154559	0.0105104	0.0118817	0.000581298	0.0116012	0.00143203	0.00544025	0.000864542	0.00183652	0.000778992	0.0119324	0.00232661	0.000241732	0.00113277	0.00232632	0.00951106	0.00396657	0.00114671	0.0111654	0.00166377	0.00165292	0.00077587	0.00238137	0.00247234	0.00548056	0.0441907	0.00181121	0.00109906	0.0021068	0.00282259	0.000653247	0.0130021	0.00378402	0.00828442	0.0120358	0.00643011	0.00252436	0.00212571	0.00303103	0.00430148	0.00636031	0.000638205	0.00522616	0.00315416	0.0110509	0.0218836	0.0561895	0.0044928	0.00374424	0.0098749	0.887843	0.112157	0.9889516
36	-2107.175	-2424.377	317.2015	0.0301559	0.0082688	0.00671613	0.0125862	0.00516199	0.0261746	0.00126495	0.0194476	0.00834985	0.00160102	0.0248273	0.00562341	0.00567424	0.00338292	0.00134808	0.0111383	0.00239035	0.0175857	0.000128339	0.00763752	0.00442872	0.00140306	0.0119989	0.0107879	0.0077769	0.0137792	0.0101712	0.00117592	0.0118645	0.00895237	0.00351252	0.00309746	0.00328886	0.0048051	0.00730764	0.0131693	0.003236	0.00767025	0.00129063	0.000840458	0.00193304	0.0140688	0.0293713	0.00611492	0.00413649	0.0229089	0.00668901	0.00606341	0.0137038	0.0116483	0.0266248	0.00788965	0.00321918	0.00779515	0.00800179	0.00733254	0.000737389	0.014041	0.000306622	0.0158291	0.00148701	0.0038817	0.00453302	0.00987828	0.00317864	0.00242695	0.00336647	0.00351123	0.00780134	0.00584117	0.00438377	0.0112826	0.00104218	0.00182403	0.00524793	0.0243871	0.00725227	0.0118988	0.00687842	0.000886732	0.0187561	0.00316183	0.00777521	0.00618104	0.00712308	0.104557	0.0102134	0.00086014	0.0069099	0.0175319	0.00147472	0.0326144	0.0188651	0.0055345	0.00734358	0.0116954	0.00430507	0.00406783	0.0088894	0.00308536	0.00311487	0.00292456	0.00225266	0.00855715	0.0123522	0.000642676	0.00814508	0.00606636	0.00480856	0.0231261	0.0341737	0.00424498	0.000366646	0.000555363	0.00116064	0.0224822	0.00143398	0.0216252	0.00471606	0.000951901	0.0011797	0.0139175	0.00386071	0.000525825	0.00629039	0.00255881	0.00222473	0.0180006	0.00335665	0.011225	0.0110709	0.00158829	0.00519744	0.00145245	0.0159254	0.00117521	0.00658768	0.0339013	0.0031559	0.056053	0.00712174	0.00293456	0.0031504	8.83747e-05	0.0140655	0.0234093	0.00401054	0.00121013	0.00903964	0.0101253	0.013682	0.0165185	0.00752876	0.00394887	0.00430307	0.0102652	0.011305	0.00611865	0.0428138	0.2556781	1.744322	0.101596	0.327832	0.706142	1.41615	3.05034	9.8429	1.653478	6.822335	0.0201717	0.00553113	0.00449252	0.00841909	0.00345293	0.0175086	0.000846145	0.0130088	0.00558534	0.00107095	0.0166073	0.00376159	0.00379558	0.00226289	0.00090175	0.00745057	0.00159894	0.0117634	8.58477e-05	0.00510885	0.00296244	0.000938531	0.00802624	0.00721619	0.00520208	0.00921712	0.00680364	0.000786594	0.00793631	0.00598838	0.00234958	0.00207194	0.00219997	0.00321421	0.00488819	0.00880911	0.00216461	0.00513075	0.000863321	0.000562195	0.00129304	0.00941082	0.0196469	0.00409036	0.00276696	0.0153241	0.00447438	0.00405591	0.00916668	0.00779175	0.0178097	0.00527751	0.00215336	0.0052143	0.00535252	0.00490485	0.00049325	0.00939225	0.000205104	0.0105883	0.000994685	0.00259653	0.00303221	0.00660773	0.00212624	0.00162342	0.00225188	0.00234872	0.00521844	0.00390725	0.00293237	0.0075471	0.000697132	0.00122012	0.00351042	0.0163129	0.00485116	0.00795931	0.00460108	0.000593148	0.0125462	0.002115	0.00520096	0.00413459	0.00476474	0.0699401	0.00683189	0.000575361	0.00462214	0.0117273	0.00098646	0.0218163	0.0126192	0.00370211	0.00491223	0.00782324	0.00287972	0.00272103	0.00594626	0.00206385	0.00208359	0.00195628	0.00150684	0.00572401	0.0082626	0.000429896	0.00544837	0.00405788	0.00321652	0.0154694	0.0228593	0.00283953	0.000245255	0.000371491	0.000776371	0.0150387	0.00095921	0.0144654	0.00315464	0.000636741	0.000789121	0.00930965	0.00258249	0.000351732	0.00420774	0.00171163	0.00148816	0.0120409	0.00224531	0.00750854	0.00740548	0.00106243	0.00347665	0.000971563	0.0106528	0.000786113	0.0044066	0.0226771	0.00211103	0.0374947	0.00476384	0.00196297	0.00210735	5.91152e-05	0.00940865	0.0156588	0.00268271	0.000809474	0.00604675	0.00677296	0.00915211	0.0110495	0.0050361	0.00264146	0.00287839	0.00686654	0.00756206	0.00409286	0.0286388	0.872161	0.127839	1.494958
72	-2120.456	-2437.351	316.8955	0.0653422	0.00830437	0.00795431	0.000942301	0.00729926	0.0274415	0.000131772	0.00601258	0.00586479	0.00363938	0.0119672	0.00824003	0.00697315	0.000579919	0.00367286	0.013837	0.00400936	0.0184369	0.000445109	0.0144399	0.00187795	0.00272069	0.0190236	0.0144309	0.0140014	0.0149917	0.0198899	0.0146523	0.028524	0.00331674	0.002183	0.00139512	0.00566735	0.00174782	0.00188746	0.00722364	0.00740085	0.00198543	0.00213841	0.000224177	0.00465044	0.0121354	0.0196984	0.00319247	0.00077911	0.0215561	0.0045409	0.00777113	0.00472784	0.00158835	0.0247981	0.00827154	0.00578388	0.013016	0.00183381	0.00708772	0.000301747	0.00181719	0.000508761	0.00532703	0.00244307	0.0176368	0.00343786	0.00485505	0.00436427	0.0086335	0.00203953	0.00637729	0.00817895	0.00264538	0.00180475	0.0117481	0.00130437	0.00211095	0.0125372	0.0234098	0.00977092	0.00710946	0.00493616	0.0016066	0.0182104	0.0101953	0.00598545	0.00551363	0.00219979	0.0626727	0.00733471	0.00583611	0.00399088	0.0183805	0.00399863	0.0186884	0.0114606	0.00260234	0.0109752	0.00522245	0.00149138	0.00831784	0.0133947	0.00105626	0.00101463	0.011625	0.00663022	0.00358646	0.0254182	0.000248913	0.00339274	0.00293661	0.00232192	0.00831137	0.0498502	0.00642642	0.000793988	0.00253279	0.00388477	0.0235704	0.00258725	0.0256077	0.00494433	0.00209089	0.000459807	0.00906802	9.03539e-05	0.00203415	0.00364715	0.00345314	0.00332489	0.0172166	0.00768018	0.00907057	0.00338806	0.00377525	0.00929123	0.000511299	0.0124512	0.000534167	0.00123518	0.015424	0.0013772	0.0758958	0.00441463	0.00830313	0.00228063	0.000298837	0.0195097	0.0336756	0.0143577	0.00541901	0.00947719	0.00250954	0.00502914	0.0223181	0.00290848	0.00244245	0.00211316	0.0206413	0.00762599	0.00573919	0.0259451	0.2078551	1.792145	0.0994426	0.324424	0.703844	1.42077	3.08238	10.0561	1.668969	8.622086	0.0451448	0.00573747	0.00549562	0.000651034	0.00504305	0.0189593	9.10408e-05	0.00415408	0.00405197	0.00251444	0.00826814	0.00569303	0.00481774	0.000400665	0.00253757	0.00955994	0.00277006	0.012738	0.000307525	0.00997648	0.00129747	0.00187972	0.0131434	0.00997026	0.00967351	0.0103578	0.0137419	0.0101232	0.0197072	0.00229153	0.00150823	0.000963885	0.00391556	0.00120757	0.00130404	0.0049908	0.00511324	0.00137173	0.00147742	0.000154883	0.00321298	0.00838435	0.0136096	0.00220567	0.000538286	0.0148931	0.0031373	0.00536906	0.00326646	0.00109739	0.017133	0.00571479	0.00399607	0.00899273	0.00126698	0.0048969	0.000208476	0.00125549	0.000351502	0.00368044	0.00168791	0.0121852	0.00237521	0.00335435	0.00301527	0.00596487	0.00140911	0.00440606	0.00565082	0.00182769	0.0012469	0.00811671	0.00090119	0.00145845	0.00866194	0.0161738	0.00675071	0.00491191	0.00341038	0.00111	0.0125815	0.00704392	0.00413534	0.00380936	0.00151983	0.0433005	0.00506754	0.00403216	0.00275729	0.012699	0.00276264	0.0129118	0.00791808	0.00179795	0.00758273	0.00360818	0.00103039	0.00574678	0.00925439	0.000729769	0.000701003	0.00803171	0.00458081	0.00247788	0.0175614	0.000171973	0.00234404	0.0020289	0.00160421	0.00574231	0.0344414	0.00444	0.000548565	0.0017499	0.00268398	0.0162848	0.00178752	0.0176923	0.00341603	0.00144459	0.00031768	0.00626508	6.24253e-05	0.00140539	0.00251981	0.00238577	0.00229716	0.0118949	0.00530622	0.00626684	0.00234081	0.00260832	0.00641929	0.000353256	0.00860248	0.000369055	0.000853384	0.0106564	0.000951505	0.0524363	0.00305006	0.00573661	0.00157568	0.000206466	0.0134792	0.0232664	0.0099197	0.00374398	0.00654777	0.00173383	0.00347462	0.0154195	0.00200947	0.00168748	0.00145998	0.014261	0.00526878	0.00396519	0.0179254	0.896072	0.103928	1.447391
108	-2111.461	-2428.782	317.3203	0.0144149	0.000369423	0.00569161	0.00296307	0.00102251	0.00807461	0.000175259	0.00135024	0.000354223	0.00219327	0.0109714	0.00171491	0.00228821	0.00357286	0.00112785	0.00396086	0.00119157	0.0131678	4.02657e-05	0.00509591	0.0010727	2.93251e-05	0.00605352	0.0034498	0.00540238	0.0127216	0.00924124	0.00238484	0.000738048	0.00222583	0.000613871	0.00154978	0.00470484	0.000867359	0.000227761	0.00259028	0.000599984	0.000748898	0.00114699	0.00112459	6.228e-05	0.00267688	0.00369891	0.000264728	0.00023601	0.00211032	0.00181112	0.00355065	0.0013133	0.00530485	0.0181044	0.00372509	0.0029236	0.00690987	0.00050303	0.00168864	0.000922042	0.00307851	0.00221911	0.00450802	0.000711503	0.00524851	0.00141211	0.00899481	0.00152535	0.000466147	0.000613512	0.00121376	0.00287022	0.000373882	0.00066904	0.00371635	0.000716951	0.000334909	0.00353572	0.00257707	0.00106103	0.000972669	0.000700171	4.77601e-05	0.00534173	0.000868564	0.000745842	0.00150371	0.0004762	0.00307541	0.00309345	0.00431934	3.87257e-05	0.00331983	0.0211252	0.0100313	0.00298944	0.00759978	0.00203434	0.00110212	0.000763883	0.00250973	0.00211154	0.00289138	0.000286225	3.42661e-05	0.00573387	0.00203401	0.00471172	0.00648429	0.00196753	0.00249214	0.00215141	0.00468879	0.00381864	0.00533619	0.00191973	0.00526381	0.00286349	0.00368907	1.3685e-05	0.00330996	0.00166695	0.00139437	0.000357341	0.00588302	0.0005771	0.00325021	0.00226467	0.00692741	0.0014426	0.000547308	0.00211257	3.48435e-05	0.000247436	0.00204868	0.000454128	0.00699927	0.0192598	0.00203703	0.000916478	0.0021262	7.14073e-06	0.000525848	0.0102607	0.00121153	0.00285966	0.00570425	0.00895323	0.0029047	0.00883152	0.00177524	0.000288115	0.00480749	0.00256243	0.00203429	0.00123028	0.00446506	0.00929953	0.0225197	0.00590845	0.00312654	0.00179863	0.2361689	1.763831	0.0420045	0.213097	0.617346	1.61984	4.69269	23.807	2.292113	7.468514	0.0269454	0.000690551	0.0106391	0.00553877	0.00191134	0.0150936	0.000327605	0.00252396	0.000662138	0.0040998	0.0205085	0.00320563	0.00427728	0.00667862	0.00210825	0.00740391	0.00222737	0.0246142	7.52674e-05	0.00952561	0.00200515	5.48165e-05	0.0113156	0.0064486	0.0100985	0.0237801	0.0172743	0.0044579	0.00137961	0.00416067	0.00114749	0.00289695	0.0087946	0.00162133	0.000425746	0.00484192	0.00112153	0.00139989	0.00214403	0.00210216	0.000116418	0.00500379	0.00691425	0.000494847	0.000441166	0.00394475	0.00338547	0.00663712	0.00245491	0.00991618	0.0338419	0.00696318	0.00546499	0.0129164	0.000940296	0.00315651	0.00172354	0.00575455	0.00414811	0.00842669	0.00132999	0.00981086	0.00263961	0.0168137	0.00285128	0.000871353	0.00114682	0.00226883	0.0053652	0.000698886	0.00125061	0.00694684	0.00134017	0.000626035	0.0066092	0.00481723	0.00198335	0.00181818	0.00130881	8.92764e-05	0.00998511	0.00162358	0.00139418	0.00281084	0.000890145	0.00574875	0.00578248	0.00807399	7.23887e-05	0.00620564	0.0394886	0.0187512	0.00558805	0.014206	0.00380273	0.00206016	0.0014279	0.00469135	0.00394702	0.00540476	0.000535031	6.40524e-05	0.0107181	0.0038021	0.00880746	0.0121209	0.00367785	0.00465848	0.00402156	0.0087646	0.00713805	0.00997476	0.00358848	0.00983946	0.00535262	0.00689585	2.55809e-05	0.0061872	0.00311597	0.00260645	0.000667966	0.0109969	0.00107875	0.00607551	0.00423327	0.0129492	0.00269661	0.00102306	0.00394896	6.51318e-05	0.000462524	0.00382954	0.000848887	0.0130835	0.0360016	0.00380776	0.00171314	0.00397444	1.33479e-05	0.000982949	0.0191799	0.00226467	0.00534547	0.0106628	0.016736	0.00542965	0.0165085	0.0033184	0.000538564	0.00898648	0.00478987	0.00380263	0.00229972	0.00834639	0.0173833	0.0420953	0.0110445	0.00584433	0.00336212	0.881916	0.118084	0.5349693
144	-2119.455	-2437.003	317.5485	0.0322255	0.00204	0.00897774	0.00579445	0.00603489	0.0109031	1.36816e-05	0.00929317	0.00241034	0.00312837	0.0143558	0.00132295	0.000367572	0.00150138	0.00244856	0.00834126	0.0038879	0.009994	0.00623728	0.00648053	0.00260425	0.00130356	0.0125598	0.00847436	0.0189831	0.0234363	0.0173844	0.00138047	0.0101892	0.0091342	0.00408014	0.000838233	0.00234218	0.000832176	0.0023826	0.00924716	0.00130994	0.00294821	0.000454014	0.00196263	0.000934738	0.00647842	0.00592984	0.0093501	0.00780691	0.0167699	0.00150256	0.00654401	0.00852976	0.00696109	0.0180099	0.0134546	0.00440812	0.00773557	0.00154938	0.00530015	0.000844172	0.00624644	0.00196995	0.00476669	0.000691641	0.0094715	0.00220962	0.0178845	0.00124947	0.00467623	0.00836806	0.00249718	0.0102875	0.00204362	0.00393294	0.00989847	0.00102237	0.0020303	0.0047672	0.0218334	0.0037069	0.00135196	0.00311236	0.000897968	0.0131684	0.00477212	0.00301706	0.0114626	0.000194949	0.0559653	0.00818061	0.00215178	0.00277347	0.0108078	0.00275443	0.00850393	0.0092398	0.00378759	0.00478759	0.00790529	0.00265069	0.00871755	0.0061589	0.000683528	0.0010486	0.00527066	0.0072959	0.0190351	0.0166074	0.00495721	0.0035698	0.00541397	0.00559573	0.00633823	0.0358852	0.00376572	0.0010389	0.00616702	0.0055479	0.016498	0.00957132	0.019198	0.000895159	0.00102234	0.000254126	0.0117345	0.00124243	0.00416346	0.00568214	0.00388161	0.00249749	0.00244546	0.00412271	0.00504475	0.00383769	0.00284311	0.0081648	0.00244102	0.00254926	0.00565139	0.00491114	0.0177521	0.0104709	0.0464083	0.00756159	0.0104321	0.00687937	0.00385875	0.00964434	0.00441339	0.00154468	0.00551545	0.0028189	0.00930142	0.012145	0.0282436	0.00523732	0.00615243	0.00396027	0.0117215	0.0110564	0.00119944	0.0236767	0.2518463	1.748154	0.0969384	0.320414	0.701118	1.42629	3.12096	10.3158	1.687411	6.941353	0.0275786	0.00174584	0.00768315	0.00495889	0.00516466	0.00933085	1.17087e-05	0.00795309	0.00206277	0.00267726	0.0122857	0.00113218	0.000314568	0.00128488	0.00209548	0.00713845	0.00332727	0.00855287	0.00533786	0.00554604	0.00222872	0.00111559	0.0107486	0.00725235	0.0162457	0.0200567	0.0148775	0.0011814	0.00871991	0.00781704	0.00349178	0.00071736	0.00200443	0.000712176	0.00203903	0.00791372	0.00112104	0.00252308	0.000388545	0.00167962	0.000799949	0.00554423	0.00507476	0.00800182	0.00668116	0.0143517	0.00128589	0.00560036	0.00729977	0.0059573	0.0154129	0.0115145	0.00377247	0.0066201	0.00132596	0.00453587	0.000722443	0.0053457	0.00168588	0.00407934	0.000591906	0.00810571	0.00189099	0.0153056	0.0010693	0.00400192	0.00716138	0.00213709	0.00880407	0.00174893	0.00336581	0.00847111	0.00087494	0.00173753	0.00407977	0.0186851	0.00317236	0.00115701	0.00266355	0.000768481	0.0112695	0.00408398	0.002582	0.00980971	0.000166838	0.0478951	0.00700097	0.00184149	0.00237353	0.00924932	0.00235724	0.00727766	0.00790742	0.00324142	0.00409722	0.00676535	0.00226846	0.00746048	0.00527078	0.000584963	0.000897393	0.00451063	0.00624383	0.0162902	0.0142126	0.00424238	0.00305503	0.00463328	0.00478883	0.00542426	0.0307105	0.00322271	0.000889093	0.00527773	0.00474789	0.014119	0.00819113	0.0164297	0.000766077	0.000874917	0.000217481	0.0100424	0.00106327	0.00356309	0.00486278	0.00332188	0.00213735	0.00209282	0.00352821	0.00431729	0.00328429	0.00243313	0.00698743	0.00208902	0.00218166	0.00483646	0.00420295	0.0151923	0.00896103	0.0397162	0.00647121	0.00892776	0.00588736	0.00330231	0.00825362	0.00377698	0.00132194	0.00472012	0.00241242	0.00796016	0.0103937	0.0241709	0.0044821	0.00526525	0.0033892	0.0100312	0.00946207	0.00102648	0.0202625	0.874077	0.125923	1.168497
